Business_ID,Name,Address,Coordinates,Num_of_Reviews,Rating,Zip_Code,Cuisine
ax4INkzwL__-d_kGJfcA-w,Kaikagetsu NYC,162 Orchard St,"{'latitude': 40.72104, 'longitude': -73.98848}",81,4.5,10002,japanese
japanese,,,,,,,
VzstANC68PM1BbyOcDXEtw,Donburiya,253 W 55th St,"{'latitude': 40.76528, 'longitude': -73.98326}",351,4,10019,japanese
japanese,,,,,,,
lxQ-tzFmL1tmUqZUN-CSRQ,Bozu,296 Grand St,"{'latitude': 40.7129, 'longitude': -73.95749}",833,4,11211,japanese
japanese,,,,,,,
FLKABU82NNDnCvZSZD75Bg,Naruto Ramen,2634 Broadway,"{'latitude': 40.7968567, 'longitude': -73.9698717}",254,4,10025,japanese
japanese,,,,,,,
lEH8EUPX3Zn_trHauIycYw,Aoi Kitchen,320 E 6th St,"{'latitude': 40.72683167, 'longitude': -73.98754333}",92,4,10003,japanese
japanese,,,,,,,
mm8gYHxaLLRyv3CslY40TA,Suzuki Shokudo,38-01 31st St,"{'latitude': 40.75353, 'longitude': -73.93184}",139,4.5,11101,japanese
japanese,,,,,,,
Nnc2RVv5TPNAy70gOJrc-Q,Moonrise Izakaya,774 Amsterdam Ave,"{'latitude': 40.795399, 'longitude': -73.969762}",92,4.5,10025,japanese
japanese,,,,,,,
Ad3dUoLatOdNtB4LxfmmWg,Yakitori Taisho,5 St Marks Pl,"{'latitude': 40.729535, 'longitude': -73.9892642}",1582,3.5,10003,japanese
japanese,,,,,,,
6FZf17rNThWKoF4EU18wnw,Yakiniku Futago,37 W 17th St,"{'latitude': 40.738851870947, 'longitude': -73.9941236398979}",353,4.5,10011,japanese
japanese,,,,,,,
m1cJLpDN4B-_0hGgPfe5OA,Salt + Charcoal,171 Grand St,"{'latitude': 40.71453, 'longitude': -73.9613511}",531,4,11249,japanese
japanese,,,,,,,
kN3rkbjvqkY62CDRYUVz4g,Yopparai,151 Rivington St,"{'latitude': 40.71919, 'longitude': -73.98571}",229,4.5,10002,japanese
japanese,,,,,,,
OjL4yNu-EpUOeUMC64DWJw,IZAKAYA NYC on East 4th,215 East 4th St,"{'latitude': 40.723881, 'longitude': -73.983428}",17,4.5,10009,japanese
japanese,,,,,,,
pqqhHTz_ZpApsaWGa_zMTA,Douska,63 Delancey St,"{'latitude': 40.7191369, 'longitude': -73.9908998}",93,4.5,10002,japanese
japanese,,,,,,,
tT6teP3ZfCAfvdPdDoqG4A,Ki Sushi,122 Smith St,"{'latitude': 40.68764, 'longitude': -73.9901}",702,4,11201,japanese
japanese,,,,,,,
ur679FKjXosJ1VnddICDiw,Don Wagyu,600 11th Ave,"{'latitude': 40.76234, 'longitude': -73.996759}",53,4,10036,japanese
japanese,,,,,,,
mlm40NxsVJUPnh3LTayaaw,Kimika,40 Kenmare St,"{'latitude': 40.720572, 'longitude': -73.995206}",96,4.5,10012,japanese
japanese,,,,,,,
QR1YIRzFjd2bi5iBzT9zXg,Blue Ribbon Sushi,119 Sullivan St,"{'latitude': 40.72612, 'longitude': -74.0025299}",1109,4,10012,japanese
japanese,,,,,,,
itblJyiTY2h2ACidLk66oA,Takahachi,85 Ave A,"{'latitude': 40.725315, 'longitude': -73.984436}",566,4,10009,japanese
japanese,,,,,,,
pNe8ZCkGTe4cXfKdOF7kYQ,Ise Restaurant,63 Cooper Sq,"{'latitude': 40.7291024, 'longitude': -73.9900618}",468,4.5,10003,japanese
japanese,,,,,,,
NGDLKVh3x5Hch24XWb6M9w,Sushi Nonaka,410 Amsterdam Ave,"{'latitude': 40.783672, 'longitude': -73.978343}",70,5,10024,japanese
japanese,,,,,,,
Lz_9RXFKmOaSA4IpgV6NlA,Karazishi Botan,255 Smith St,"{'latitude': 40.68312, 'longitude': -73.99278}",35,4.5,11231,japanese
japanese,,,,,,,
LKNhVc1VIt87NQL2wn9rnw,Suki,111 1st Ave,"{'latitude': 40.726943, 'longitude': -73.986107}",140,4.5,10003,japanese
japanese,,,,,,,
MM5P9cKlzovYLcf5qf2SwQ,1 OR 8,229 Dekalb Ave,"{'latitude': 40.6896859, 'longitude': -73.9703551}",409,4,11205,japanese
japanese,,,,,,,
flHcoaHEWxACgc-Vk9MsOQ,Jukai,237 E 53rd St,"{'latitude': 40.7572093705873, 'longitude': -73.9678837692742}",159,4,10022,japanese
japanese,,,,,,,
T2fE7hGS83Ba-QNCOqbK4A,Ako,205 Bedford Ave,"{'latitude': 40.7168599, 'longitude': -73.95845}",409,4,11211,japanese
japanese,,,,,,,
P_UREWCQxEYVbBa-KW_Wew,EN Japanese Brasserie,435 Hudson St,"{'latitude': 40.7306, 'longitude': -74.00698}",1257,4,10014,japanese
japanese,,,,,,,
wcwftlB-61XG4ymGTR61aw,SakaMai,157 Ludlow St,"{'latitude': 40.7209536656701, 'longitude': -73.9881407239426}",679,4,10002,japanese
japanese,,,,,,,
4Jp0wdJXLpmgCwWv6o6YEQ,Torishin,362 W 53rd St,"{'latitude': 40.76496, 'longitude': -73.98721}",299,4,10019,japanese
japanese,,,,,,,
-86K6KX3HlUwkWTWRO3VAQ,KYURAMEN,133-42 37th Ave,"{'latitude': 40.76051, 'longitude': -73.83339}",574,4,11354,japanese
japanese,,,,,,,
rN347NNwQ0hDSlbedzI9BQ,Kai Sushi Asian Fusion,1475 Williamsbridge Rd,"{'latitude': 40.84362, 'longitude': -73.84565}",243,4,10461,japanese
japanese,,,,,,,
HC18oDJ2svQoXIddP-wuyw,Wasan Brooklyn,440 Bergen St,"{'latitude': 40.6812605, 'longitude': -73.9768418}",221,4,11217,japanese
japanese,,,,,,,
SoBdWOxymmY5yKANn63UWw,Ozu,78 Clark St,"{'latitude': 40.6974732130766, 'longitude': -73.9932652562857}",263,4,11201,japanese
japanese,,,,,,,
bnaeQCoBiQ7a5IfyBkrGCg,MIFUNE New York,245 E 44th St,"{'latitude': 40.75157, 'longitude': -73.97172}",195,4,10017,japanese
japanese,,,,,,,
bokNBgAa9rmMMO8dkZVR1w,Rice & Miso,134 Nevins St,"{'latitude': 40.6845436245203, 'longitude': -73.9837776124477}",77,4.5,11217,japanese
japanese,,,,,,,
3n6i8TwGEIL9KnCCHUyiqA,Sai,95-34 Queens Blvd,"{'latitude': 40.73012, 'longitude': -73.8636}",183,5,11374,japanese
japanese,,,,,,,
o5EIqc4LekAoeLHiYjzLqQ,Bar Goto,245 Eldridge St,"{'latitude': 40.72277, 'longitude': -73.98989}",225,4.5,10002,japanese
japanese,,,,,,,
OLSSJIp8pu5UlugTF7tuHA,Ootoya Chelsea,8 W 18th St,"{'latitude': 40.738721, 'longitude': -73.99279}",1406,4,10011,japanese
japanese,,,,,,,
i8ejDDR4COtukAAA1Ls5fw,Soba-ya,229 E 9th St,"{'latitude': 40.7296485900879, 'longitude': -73.9878845214844}",1470,4,10003,japanese
japanese,,,,,,,
6t5xWjPLWAjJV3YFMX_oaw,Hirohisa,73 Thompson St,"{'latitude': 40.724597, 'longitude': -74.003174}",160,4.5,10012,japanese
japanese,,,,,,,
91tQ4ToReVVCA5MTJi9gfw,Iron Chef House,92 Clark St,"{'latitude': 40.6972664717136, 'longitude': -73.9925980567932}",410,4,11201,japanese
japanese,,,,,,,
7rxg-tWPc1jK7Cikn5R86g,Hi-Collar,231 E 9th St,"{'latitude': 40.729564, 'longitude': -73.98786}",600,4,10003,japanese
japanese,,,,,,,
zJcxZQbTSAP3q4Fy-6WAyw,Shalom Japan,310 S 4th St,"{'latitude': 40.7091679, 'longitude': -73.9558028}",284,4,11211,japanese
japanese,,,,,,,
KrJ6m_TkxBAPPSNH-G7rvQ,U-gu,541 Myrtle Ave,"{'latitude': 40.69393, 'longitude': -73.96284}",131,4.5,11205,japanese
japanese,,,,,,,
5kufgNH-OuUBDPaDQIEtzw,Tokyo House,5648 Riverdale Ave,"{'latitude': 40.9056206, 'longitude': -73.9040833}",86,4.5,10471,japanese
japanese,,,,,,,
2txI-FAVf7q0SHNPcnjm7Q,Longevousjoy,6610 Bay Pkwy,"{'latitude': 40.61312, 'longitude': -73.98246}",305,3.5,11204,japanese
japanese,,,,,,,
M9ocxj9j91I1Av32UKSeYA,Yakiniku Tohbay,253 West 55th St,"{'latitude': 40.76528, 'longitude': -73.98326}",18,4.5,10019,japanese
japanese,,,,,,,
SUHJfh7H2NiQx8c5OWoAyQ,Sushi Yashin,381 5th Ave,"{'latitude': 40.6708328473989, 'longitude': -73.9847132950057}",205,4,11215,japanese
japanese,,,,,,,
ipAsHykRvgJzpx5hD8vTJw,Tokuyama Salon Café,627 E 6th St,"{'latitude': 40.72399, 'longitude': -73.9802}",43,4.5,10009,japanese
japanese,,,,,,,
eyjeP9CJZ_gYgeJFP_vtpQ,Karasu,166 Dekalb Ave,"{'latitude': 40.689411, 'longitude': -73.973256}",100,4,11217,japanese
japanese,,,,,,,
YvRTy-6_akPsz25BSSuC_w,Sushi Teru,615 1/2 Hudson St,"{'latitude': 40.737832, 'longitude': -74.00594}",33,5,10014,japanese
japanese,,,,,,,
RYKGs45OjF-vlb2Ds2Jb_g,Izakaya Juraku,121 Ludlow St,"{'latitude': 40.7196796287355, 'longitude': -73.9887088537216}",112,4.5,10002,japanese
japanese,,,,,,,
wpT1QU7PSQgQQ1DkzI00JA,Izakaya Toribar,164 E 56th St,"{'latitude': 40.759641, 'longitude': -73.9685558}",49,4.5,10022,japanese
japanese,,,,,,,
GlPJPpKvPR4d8dmcSEYpdA,Takahachi Bakery,25 Murray St,"{'latitude': 40.71393, 'longitude': -74.00822}",929,4,10007,japanese
japanese,,,,,,,
L9SuMN3UsGipopWOe3pr9w,Chiko,954 Manhattan Ave,"{'latitude': 40.7319, 'longitude': -73.95422}",41,5,11222,japanese
japanese,,,,,,,
HFn1sPqKSzvxaMk2n2ZtJw,Kotobuki Manhattan,56 3rd Ave,"{'latitude': 40.731107, 'longitude': -73.98912}",630,4,10003,japanese
japanese,,,,,,,
JhJLPp6KuBcD3CHCkEKJ_A,Cocoron,16 Delancey St,"{'latitude': 40.72031, 'longitude': -73.99305}",998,4,10002,japanese
japanese,,,,,,,
j-a8HUcsBJXHV2IfF786jw,Kogane Ramen,76 Henry St,"{'latitude': 40.698608, 'longitude': -73.992675}",351,4,11201,japanese
japanese,,,,,,,
ZaJS8EKQNSaQpwpmgN-vVw,Samurai Mama,205 Grand St,"{'latitude': 40.7140208838114, 'longitude': -73.960325717926}",606,4,11211,japanese
japanese,,,,,,,
VdAVjghEq_Zl-DDte0mjrw,ACRE,64 Meserole Ave,"{'latitude': 40.72633, 'longitude': -73.95471}",6,4.5,11222,japanese
japanese,,,,,,,
Uoic12Je-GLfRp3D3Klp5g,Umi No Ie,86 E 3rd St,"{'latitude': 40.724637, 'longitude': -73.988227}",154,4,10003,japanese
japanese,,,,,,,
VVlHJ6_sJbRAodV5lCzBnA,Kanoyama,175 2nd Ave,"{'latitude': 40.730545186039, 'longitude': -73.986544028849}",663,4,10003,japanese
japanese,,,,,,,
X73hpslpgeJNhVohYIUzfQ,Dashi - Brooklyn,119 Ingraham St,"{'latitude': 40.707885, 'longitude': -73.929212}",34,4.5,11237,japanese
japanese,,,,,,,
AnrLdpW6G-tXQ7xhBYiA5g,Azasu,49 Clinton St,"{'latitude': 40.719758, 'longitude': -73.985011}",127,4,10002,japanese
japanese,,,,,,,
ocnHpILS80DHL--34L8xpw,Sushi Noz,181 E 78th St,"{'latitude': 40.77385, 'longitude': -73.95813}",118,4.5,10075,japanese
japanese,,,,,,,
5agbggvhHI_juAZRfCqtZw,Iki Modern Japanese Cuisine,133-42 39th Ave,"{'latitude': 40.7593752743543, 'longitude': -73.8328623173734}",261,4,11354,japanese
japanese,,,,,,,
zcgPjeIpjYDDVbTar9mfAQ,Goemon,29 Kenmare St,"{'latitude': 40.72083, 'longitude': -73.99509}",136,4,10012,japanese
japanese,,,,,,,
W2Dj_3C2ySoXgg1SaGVj6g,Nippon Cha,39-34 Bell Blvd,"{'latitude': 40.76432, 'longitude': -73.77167}",879,4,11361,japanese
japanese,,,,,,,
#NAME?,Marumi,546 Laguardia Pl,"{'latitude': 40.7289699, 'longitude': -73.99837}",415,4,10012,japanese
japanese,,,,,,,
YX4AGUuhhF62M9TNpJwSpQ,Chikurin,2362 86th St,"{'latitude': 40.5995, 'longitude': -73.99011}",327,3.5,11214,japanese
japanese,,,,,,,
9xRIcn0jTyvWNH9aBO3oAA,Kenka,25 St Marks Pl,"{'latitude': 40.72913, 'longitude': -73.988465}",1543,3.5,10003,japanese
japanese,,,,,,,
NB5u0htOK_1_dTkYALpRxg,Yoi Sushi Japanese,133-22 39th Ave,"{'latitude': 40.75899, 'longitude': -73.83364}",204,4.5,11354,japanese
japanese,,,,,,,
ZfuZ2byArGq-5j8zX8Afeg,Zest Sushi,249 Broome St,"{'latitude': 40.7178344726563, 'longitude': -73.9899597167969}",851,4,10002,japanese
japanese,,,,,,,
1m1iOc8EplJ4tiCez7hf2Q,750 Myrtle Diner,750 Myrtle Ave,"{'latitude': 40.694779, 'longitude': -73.952807}",116,4,11205,japanese
japanese,,,,,,,
J9UA6rzI5WW_cDGjwDnF5g,Tsurutontan Udon Noodle Brasserie,21 E 16th St,"{'latitude': 40.73678, 'longitude': -73.9910699}",1897,4,10003,japanese
japanese,,,,,,,
Yv2W9NMGgLiFHjatC-oHag,mochiron,34-18 30th Ave,"{'latitude': 40.7653, 'longitude': -73.91856}",96,4,11103,japanese
japanese,,,,,,,
i9W3EVA6FjB6lWWSEmhndA,Sake Bar Decibel,240 E 9th St,"{'latitude': 40.729299, 'longitude': -73.9878008}",984,4,10003,japanese
japanese,,,,,,,
et9pAFtSvNOct9Qcmtcf7g,Mido Japanese,612 Amsterdam Ave,"{'latitude': 40.7900491, 'longitude': -73.9734598}",223,4,10024,japanese
japanese,,,,,,,
5w8CYpHKq8oQth42wSpt-g,Ariyoshi,4113 Queens Blvd,"{'latitude': 40.7438180001399, 'longitude': -73.9229787214569}",309,3.5,11104,japanese
japanese,,,,,,,
qm1J_dPA5IHij1oAnoZwHw,nonono,118 Madison Ave,"{'latitude': 40.74545, 'longitude': -73.98499}",789,4,10016,japanese
japanese,,,,,,,
TBp9gdS6xEbSQqffVZ7iag,KazuNori  | The Original Hand Roll Bar,15 W 28th St,"{'latitude': 40.74519, 'longitude': -73.98824}",966,4.5,10001,japanese
japanese,,,,,,,
ynR4-QgEOsE7VhNfIWo73w,Secchu Yokota,199 E 3rd St,"{'latitude': 40.72283, 'longitude': -73.98311}",105,5,10009,japanese
japanese,,,,,,,
0Lnp_fi3gI2bfJ8RcMDfjg,Gen,659 Washington Ave,"{'latitude': 40.677639, 'longitude': -73.963485}",279,4,11238,japanese
japanese,,,,,,,
n1xpGOPa7XRq4or7QLjzHw,DokoDemo,89 E 4th St,"{'latitude': 40.72638, 'longitude': -73.98964}",308,4.5,10003,japanese
japanese,,,,,,,
CqQ2Og9kf-LhlUWtODalCQ,Blue Ribbon Sushi Bar & Grill - New York,308 W 58th St,"{'latitude': 40.7674948014194, 'longitude': -73.9831978922043}",757,4,10019,japanese
japanese,,,,,,,
e8EW89rpbE1G2Ev41yypTg,Yakitori TORA,72 Kenmare St,"{'latitude': 40.72095, 'longitude': -73.9963}",132,4,10012,japanese
japanese,,,,,,,
7qvsMuRypQYg1Ux8kghybg,Kissaki,319 Bowery,"{'latitude': 40.72531, 'longitude': -73.99181}",118,4.5,10003,japanese
japanese,,,,,,,
HZWHBfeuP4Fb6y8b8uqnbA,Sushi Yasaka,251 W 72nd St,"{'latitude': 40.779583, 'longitude': -73.983482}",1778,4,10023,japanese
japanese,,,,,,,
1en3taVtoDPgtEDWHrFeog,Beron Beron,164 1st Ave,"{'latitude': 40.7287866, 'longitude': -73.9841504}",108,4,10009,japanese
japanese,,,,,,,
zuD-iB7hV_dnf_JzBk_DCQ,Juku,32 Mulberry St,"{'latitude': 40.71461, 'longitude': -73.999528}",129,4,10013,japanese
japanese,,,,,,,
LOZ0SaAh2uAMkRD47j6bhQ,Wakuwaku,269 36th St,"{'latitude': 40.6559047, 'longitude': -74.0067754}",8,4.5,11232,japanese
japanese,,,,,,,
QmelPAXgkVLZfUb27diAEw,Shigure,277 Church St,"{'latitude': 40.71853, 'longitude': -74.00477}",120,4,10013,japanese
japanese,,,,,,,
MWx4HB9p7pCzse9CInLuDw,Sushi Seki,1143 1st Ave,"{'latitude': 40.761918, 'longitude': -73.960536}",501,4,10065,japanese
japanese,,,,,,,
ev6e12vhY_0y4qE1cRhv0A,Udon Izakaya West 46 Midtown,150 E 46th St,"{'latitude': 40.7535446865563, 'longitude': -73.9735724478504}",1038,4,10017,japanese
japanese,,,,,,,
tO6ktIDgzUQ4XOGR6-Vkvw,Ronin Stones,69 Clinton St,"{'latitude': 40.7194449632749, 'longitude': -73.9850056652613}",16,4.5,10002,japanese
japanese,,,,,,,
kwq1W0opBnOYKoUXWYyQ5g,Momokawa,1466 1st Ave,"{'latitude': 40.77047, 'longitude': -73.9537}",166,4,10075,japanese
japanese,,,,,,,
5UqEDoMZCrvhSKgCWg5GGw,Isohama,1666 3rd Ave,"{'latitude': 40.78361, 'longitude': -73.95088}",172,4,10128,japanese
japanese,,,,,,,
5QgBCrAbXbM1ORiqZDrBPQ,Cha-An,230 E 9th St,"{'latitude': 40.72947, 'longitude': -73.98813}",1797,4,10003,japanese
japanese,,,,,,,
ZOpnIsm7ihoO1gq2YmGdzw,Zurutto Ramen & Gyoza Bar,142 W 72nd St,"{'latitude': 40.777836, 'longitude': -73.980476}",396,4,10023,japanese
japanese,,,,,,,
hvrQQ0YWqgw0__OnofqXag,Kuu Ramen,20 John St,"{'latitude': 40.7096786, 'longitude': -74.0089569}",668,4,10038,japanese
japanese,,,,,,,
y_ylOQzCP-9D_4DcUIJ3jA,Shabu-Tatsu East Village,216 E 10th St,"{'latitude': 40.729147, 'longitude': -73.985906}",639,4,10003,japanese
japanese,,,,,,,
cL8TLMCbs2B-vgy3SFtPGg,Geido,331 Flatbush Ave,"{'latitude': 40.67792, 'longitude': -73.97266}",330,4,11217,japanese
japanese,,,,,,,
AFisWoWm0pfxEi1dMYitKw,Kyoto,115 Smith St,"{'latitude': 40.6877593994141, 'longitude': -73.989501953125}",229,4,11201,japanese
japanese,,,,,,,
7Q68kpPS6okcC8Kkw7g42A,Sushi Lab Rooftop NYC,132 West 47th St,"{'latitude': 40.758417, 'longitude': -73.983301}",115,4,10036,japanese
japanese,,,,,,,
VaL9GaBR_GR-q9d1VzJF3g,Suteishi,24 Peck Slip,"{'latitude': 40.70788, 'longitude': -74.00194}",503,4,10038,japanese
japanese,,,,,,,
JDrfVWUn7teXAkmgurtQZg,Toribei,276 5th Ave,"{'latitude': 40.6745180177706, 'longitude': -73.9820596277137}",37,4.5,11215,japanese
japanese,,,,,,,
#NAME?,Katsu-Hama,11 E 47th St,"{'latitude': 40.75638, 'longitude': -73.97759}",1337,4,10017,japanese
japanese,,,,,,,
ymb0SvFrlcWm6k_Gx5SYcQ,Yuzu,350 Lenox Ave,"{'latitude': 40.80937, 'longitude': -73.94399}",196,4,10027,japanese
japanese,,,,,,,
yhFhcA2XZsiLu_LUCwgieA,Rosella,137 Avenue A,"{'latitude': 40.727102, 'longitude': -73.982987}",6,5,10009,japanese
japanese,,,,,,,
yckkW5iFRiBOWsH3tZTr3Q,Hashi Ramen & Izakaya,192-12 Northern Blvd,"{'latitude': 40.7578101754189, 'longitude': -73.7891612201929}",1101,4,11358,japanese
japanese,,,,,,,
EvAJBgBdgOt1jx1EufRN7w,Jin Ramen,462 Amsterdam Ave,"{'latitude': 40.7854, 'longitude': -73.97709}",930,4,10024,japanese
japanese,,,,,,,
4CAJ-JvgbzBdoWq1CXtCFw,Umi Sushi,177-13 Union Tpke,"{'latitude': 40.7261983305216, 'longitude': -73.790670633316}",656,4.5,11366,japanese
japanese,,,,,,,
NCnOkzbyfzDltnBnJySfzw,Amami Bar and Restaurant,57 Nassau Ave,"{'latitude': 40.723548, 'longitude': -73.952194}",156,4,11222,japanese
japanese,,,,,,,
AudBWxeAr3zHr1ITrTcVpg,Izakaya Fuku,71-28 Roosevelt Ave,"{'latitude': 40.74635, 'longitude': -73.89383}",70,4.5,11372,japanese
japanese,,,,,,,
0gPXct_l_82phIEoKdtWZw,RYUJIN,513 Grand St,"{'latitude': 40.711178187852, 'longitude': -73.9506256676857}",287,4,11211,japanese
japanese,,,,,,,
aTzxrI2o3vH_HQkqeFszzg,Juban,207 10th Ave,"{'latitude': 40.74731, 'longitude': -74.00467}",181,4,10011,japanese
japanese,,,,,,,
479rycCXZojMT9S0cl8Oxg,Yakiniku Gen,250 E 52nd St,"{'latitude': 40.75611, 'longitude': -73.96815}",145,4,10022,japanese
japanese,,,,,,,
Qli775QfVY4oFPNu7Cy5Tw,Yakitori Sun-Chan,2707 Broadway,"{'latitude': 40.7995, 'longitude': -73.9686399}",215,3.5,10025,japanese
japanese,,,,,,,
gZqwq8kE-Z3-DdZGOEjOkQ,Village Yokocho,8 Stuyvesant St,"{'latitude': 40.7298, 'longitude': -73.9891899}",753,3.5,10003,japanese
japanese,,,,,,,
27ASh8-hTL5jp5d_WQGHxw,Ten Japanese Cuisine,440 7th Ave,"{'latitude': 40.6634864807129, 'longitude': -73.984748840332}",250,4,11215,japanese
japanese,,,,,,,
PTYUAAJbEmvIv4EsyRrcnA,Momoya,427 Amsterdam Ave,"{'latitude': 40.784043, 'longitude': -73.977391}",454,4,10024,japanese
japanese,,,,,,,
l_RAv09V67j-Hm9dyZxWhw,Tomi Jazz,239 E 53rd St,"{'latitude': 40.75725, 'longitude': -73.96774}",468,4,10022,japanese
japanese,,,,,,,
B-lJd1eBLcLk1StNbgAe9w,Sushi Katsuei,210 7th Ave,"{'latitude': 40.6707147, 'longitude': -73.9785903}",443,4,11215,japanese
japanese,,,,,,,
oB2cpcZNyjDklNqZN0n8hg,Sushi Ishikawa - UES,419 E 74th St,"{'latitude': 40.768783, 'longitude': -73.9538981}",236,4.5,10021,japanese
japanese,,,,,,,
Ms1p17KsYteDlkvHnllC2g,Soba Totto,211 E 43rd St,"{'latitude': 40.75122, 'longitude': -73.97317}",901,4,10017,japanese
japanese,,,,,,,
D6ZEcG1FCZ18nekMWrhgMg,Wokuni,327 Lexington Ave,"{'latitude': 40.7492189, 'longitude': -73.9773529}",242,4,10016,japanese
japanese,,,,,,,
VxVcva5YiUrwq2j4eJCFAQ,Menya Jiro- Brooklyn,306 Gold St,"{'latitude': 40.69505, 'longitude': -73.98357}",139,4,11201,japanese
japanese,,,,,,,
JRmQRFEEnSUdAcesHun9AQ,ICHIRAN - Brooklyn,374 Johnson Ave,"{'latitude': 40.707587, 'longitude': -73.933271}",1165,3.5,11206,japanese
japanese,,,,,,,
8fr5FYU1ip0phERt1mrekg,Bohemian Restaurant,57 Great Jones St,"{'latitude': 40.72639, 'longitude': -73.99236}",770,4.5,10012,japanese
japanese,,,,,,,
mESab-FqL5QqSVsnX72asQ,Zen Ramen & Sushi,150 W 36th street,"{'latitude': 40.75177475474212, 'longitude': -73.98897630211589}",1783,4.5,10018,japanese
japanese,,,,,,,
r6r-XK_wL02FQdAgaauTxg,Kame,330 8th Ave,"{'latitude': 40.7474881059799, 'longitude': -73.996648862958}",424,4.5,10001,japanese
japanese,,,,,,,
aY8JCml1xlOg5a1BHn2DNQ,Tsukushi,357 E 50th St,"{'latitude': 40.75414, 'longitude': -73.96648}",93,4,10017,japanese
japanese,,,,,,,
1TEsPWu212B918MtgiSu3g,Jintan,10th St & 1st Ave,"{'latitude': 40.7288289984002, 'longitude': -73.9841578558473}",47,4,10009,japanese
japanese,,,,,,,
xYDays-olVw50rdusxW5Rw,Wanpaku,621 Manhattan Ave,"{'latitude': 40.72355, 'longitude': -73.95092}",92,4,11222,japanese
japanese,,,,,,,
